sence	context
1	замок, к которому подходит этот  совместный поиск способов действия, общих
1	банку сардин, наматывая крышку на  будто заводил этот мир, как
1	оставляя при этом в замке  зажигания, мигом вскакивали на их
1	фильме было; -) Оч. полезная штука: -)  от пояса, естественно, в сейф
1	вниз и нащупав замочную скважину,  в замок можно вставить без
1	которые неважно какой половиной вставлять  
1	слова, являющиеся, по сути, магическими  открывающими образно-смысловые картины разворачивающейся
1	1. Передавать  другому лицу и оставлять ключ
1	и слышу, что кто-то дверь  открывает…или открыл уже… 
1	сознательно, замок такой, можно без  язычки рукой задвинуть). курю, потом
1	я бегу открывать дверь, а  нет! 
1	то они вам откроют своими  а предусмотрительно закрываю 1 дверь
1	успокаивается: «Закройте и откройте замки  
1	Оказывается, если на  посильнее надавить, то замок может
1	[Cronos, nick]   Воруешь  открываешь ворота ― из воздуха появляются
1	[Foklas, nick]   с замком каторый тока  откриваеться.. а там хожу по
1	для того, чтоб захлопнуть, оставив  от него в замке, показывая
1	дверь.  Открываю — крысиный король: забыла   «Почему не звоните?» 
1	Гавана называла chemise caguloe; связки  от замков, которые были разбросаны
1	нажима, двери машины оставил полуоткрытыми,  в замке. 
1	навесным замком, который отпирался двумя  
1	чресла двойной цепью с замком,  от которого держала за щекой
1	мою дверь амбарный замок, а  носить при себе. 
1	с замком стоимостью 700 долларов,  остались в квартире. 
1	заметил.  Так я стал интересоваться  замками.  Найду старый замок на
1	замок, к нему лишь один  для полной безопасности клиента. 
1	Иногда меня пытаются обмануть: вставляют  в замок интересующей их квартиры
1	Дальше вы либо вставляете  в замок зажигания, либо через
1	И когда  который у меня был, почему-то
1	с замком «что-то случилось», и  заклинило намертво. 
1	Чего ты там столько  в замке ковырял? 
1	Ведь известное правило двух  они хотели поменять на правило
1	руке моей спутницы небольшая связка  с металлической биркой. 
1	как Юра два раза поворачивает  в замке и кладёт ключ
1	Потом берёт только один  и открывает небольшую серую дверцу
1	― Сид повернул  в замке зажигания и вдавил
1	на бирке торчащего в замке  
1	Фишером было установлено правило «замок ―  к ферменту (замок) подходит лишь
1	Попробуйте-ка вставить  в замок вибрирующего устройства! 
1	и организация соответствия типа «замок ―  
1	структуры подходят друг другу как  к замку (Дж. 
1	макромолекул, подходящих друг другу, как  к замку, обеспечивающее их взаимодействие
1	сначала тяжелый железный засов, потом  один, потом второй, потом цепочка
1	в шифоньере под замком, а  был у мамы. 
1	не надо, просто выдают другие  
1	красивая молодая женщина открывает дверь  и зажмуривается от потока света
1	Ну а открывать замок  они умели и раньше. 
1	подойдя к двери, Огородник вставил  но замок не поддавался. 
1	Она подсматривала, как люди открывают  дверцы этих шкафчиков, и потом
1	сел за руль, хотел повернуть  в замке зажигания. 
1	еще какой-то.    Открывает дверь своим     Наталья стоит у окна, курит
1	Позвенев  он отпер замок и вышел
1	не имел возможности даже повернуть  открывавший люк. 
1	основании функциональной связи (например, замок― либо на основе идентичности первых
1	с анализируемым образцом по принципу « замок», а прибор-анализатор определяет
1	держался с большим достоинством, вынул  повернул его в замке, все
1	Поворот  в дверном замке ждала уже
1	это, когда протягивала Мине фальшивый  от не существующего ныне замка
1	просто не смогли попасть ржавым  в замок, тем более что
1	как уснул, просыпаюсь от бряцанья  поднимаю голову: в коридоре Фрося
1	прекратившийся только, когда хозяйка повернула  в замке. 
1	Потом  в замке ворочался, как чужой
1	же ничего подобного, я повернула  в замке зажигания, а нога
1	врезали замок, теперь у каждого  гостям (или посетителям) приходится снизу
1	только он вставил в замок  
1	значит?   ― Это значит, что открывали    ― Чьим? 
1	пропадает за поворотом, и звенят  и лает собака, и кто-то
1	если к нему не существует  или отмычки. 
1	частей в виде замка и  лука и стрелы, кольца и
1	Этим « Люпа открывает «природу чувств» персонажей
1	внутренними замками с двумя экземплярами  
1	Нейротрансмиттер можно сравнить с  который подходит к определенному замку
1	связывается с рецептором по принципу « замок», расходуется на какое-либо действие
1	«Небесная паутина» является лишь  открывающем дверь к некоторым из
1	в свою комнату и повернула  в дверном замке. 
1	в ночи, и звенели впотьмах  открывая за дверью дверь, и
1	Открывает бесшумную дверцу тускло блеснувшим   Садится за руль. 
1	новую кровь, открывающей мистическим узким  хлещущую в помутневший песок, исполинскую
1	Принесли  отперли амбарный замок, и мы
1	каждой человеческой жизни приложен таинственный  открывающий в ней то, что
1	ничего не значащими словами, ― когда  опять повернулся в замке и
1	Глава 9.   и замок   Много лет спустя
1	подъезд, пять лестничных маршей, поворот  в замке и… 
1	Я повернула  в замке, но дверь оказалась
1	поворачивается в замке, я чувствую
1	Звеня огромной связкой  как призрак, Крис ведет нас
1	Правой рукой, в которой держала  Евгения стала открывать дверь в
1	и глянул в замочную скважину.   в замке.  Закрыто изнутри. 
1	Нина Ивановна, не спится?  Один  два замка не откроет.  Вернуться
1	рот засунь, ― отозвался Завадский, открывая  дверь квартиры. 
1	Евгения забирает  у ночной смены охранников и
1	лень было лишний раз вынуть  из замка зажигания. 
1	Тогда она взяла  и отомкнула замок. 
1	Витька сунул  в скважину замка, но повернуть
1	И тут в замке повернулся    ― Вот и она, ― сказал Служкин
1	Все, уезжаю, ― сказал он, вставив  в замок зажигания. 
1	в замок баллончик размораживателя, а  протирать насухо. 
1	помощи конкретных звуков, выполняли роль  открывающего путь к знанию правильного
1	a, которую можно рассматривать как  открывающий доступ к пониманию действия
1	Открываешь коробочку, откидываешь стеночку, берешь   Вот так! 
1	и есть, в замке поворачивается  
1	И дверь открывать  а не зажигалкой Dupont. 
1	также большой замок с двумя  
1	с лестничной площадки сказал Борис ( у него, что ли, застрял
1	Достав из сумочки  повернула его в замке. 
1	Без всяких затей  два раза щелкнул в замке
1	взламывать дверь, я открываю ее  подаренным щедрой рукой Лелика. 
1	в двери своих квартир, своими  открывали двери своих квартир. 
1	замечательно подходящий к замку сейфа  
1	той стороны двери защелкал, завозился  в разболтанном замке. 
1	Холодный автомобиль, неохотный поворот  в замке зажигания, первая утренняя
1	поворачивается в замке, входная дверь
1	и проверяет русской классикой, ее  открывает сегодняшнюю реальность. 
1	элементарно проверим работу всех замков  
1	Сев на водительское место, вставьте  в замок зажигания и тут
1	кнопку дистанционного замка на складном  брелоке машина несколько десятков секунд
1	Honda) или на самом корпусе  Renault) и приступим к изучению
1	дверных ручек, хотя такую машину  мало кто открывает. 
1	частности, появился датчик дождя, новый  с встроенными кнопками дистанционного управления
1	центральный замок, дистанционно управляемый с  аудиоподготовка с двумя динамиками. 
1	посыпанной песком, к двери, звенел  ключ, правда, был один, второй
1	сейчас, повернув  в замке, я толкну дверь
1	раз в неделю открывать багажник  а не приводом из салона
1	Как  вложенный в замочную скважину, снимает
1	Столб» таков: владелец отпирает замок  и поднимает ручку, расположенную в
1	специальный замок безопасности с индивидуальным  
1	к нему подходят только электронные  или пароли. 
1	замком с тремя точками крепления ( нельзя вынуть из замка, пока
1	к хорошим замкам не поддаются
1	― при потере  пытаться вскрыть замок самостоятельно; 
1	по внешнему виду замков с  различной кодировки. 
1	стороны, чтобы не таскать связку  можно приобрести несколько различных замков
1	автомобилисты не любят возиться с  предпочитая запирать свое имущество на
1	тоже «мерседесовский», но не «родной»  c микрочипом, завел двигатель и
1	как правило, вообще не имеет  для опытных механиков-водителей оказалось
1	приоткрытое водительское окно и вытащить  из замка зажигания ― не получилось
1	из замка зажигания в таких
1	замок, не утруждая себя подбором  а в случае поломки механического
1	вертел в руке пластиковый магнитный  от двери: черт его знает
1	двери, а с другой стороны  вставляю, чтобы быстро закрыть дверь
1	Любой замок создан вместе с  к нему. 
1	Любой замок создан вместе с  к нему.  Так не ломай
1	несколько пар ног, как звенят  щелкает замок, грохочет длинная стальная
1	изнутри в замке тот самый  и быстро заперся два оборота
1	серьезный ― но и от такого  у него нет. 
1	Взял  и повернул его в замке
1	из двери вместе с обломком  
1	достав у мотористов «мастер» (дежурный  открывающий замок в любой корабельной
1	Не подбирать  к замку, а снять запертый
1	неповторимы, поэтому в случае потери  заказывать новый комплект следует только
1	мастерских металлоремонта легко делают любые  была бы только заготовка или
1	делать здесь не будут ― заменят
1	Из другого кармашка достал большой  от замка, положил то и
1	Юля провела пальцем по бороздке  он здесь вставлялся в замок
1	Интернет-технологии ― это  которым открываются двери всех стран
1	вверх с надеждой успеть вставить  в квартирный замок (тщета! 
1	к доктору боком и провернул  в замке. 
1	мчаться, опять через ступеньки перепрыгивать,  дверь открывать, на кухне всё
1	Мать повернула  в замке и открыла дверь
1	Она нашла в связке нужный  воткнула его в отверстие замка
1	Замок был заперт,  на месте, а дверь в
1	Перед ним замок, а  у меня… 
1	Сторож гремел  и, наконец навесив замок, подошел
1	А  наверняка торчат в замке зажигания
1	замком, не желающим сдаваться замерзшему  в ее пляшущих пальцах, и
1	дому, поднимался по лестнице, открывал  дверь, все думал ― что делать
1	При щелчке проворачиваемого в замке  мой пес немедленно бросает возлюбленную
1	и, что сквернее всего, поворот  в замке, так что ему
1	Гремит  гремит дверь, гремит еще один
1	У меня в руке позванивал  от номера, я открываю… 
1	Молодожен получал под расписку  и позже подтверждал родителям и
1	Уже воткнув  зажигания в замок, он вдруг
1	являлся под утро ― осторожно ковырял  в разболтанных замках, зажигал в
1	провозившись с замками, по-собачьи грызущими  протиснулась в душный коридор, аппарат
1	васильковой драповой спиной, она крутила  в замках, точно забуривалась в
1	замке с глубоким хрустом поворачивался  
1	фикцией (Розочка сняла его без  
1	На площадке, поворачивая  в замке, стоял Гнеточкин, гравер
1	не стал открывать дверь своим  позвонил, чтобы сделать жене сюрприз
1	как чья-то рука уверенно поворачивает  в замке парадной двери. 
1	Он услышал, как дважды повернулся  в замке, как загремел засов
1	всплывала в памяти: замок водян,  деревян, заяц утече, ловец потопе
1	На железном кольце зазвенели  лязгнул замок. 
1	Это Певцов, добыв у камердинера  от кабинета, снаружи отомкнул замок
1	пошарила под рогожкой, куда клали  отщелкнула замок. 
1	амбарный замок, ночью вместе с  клала его под подушку. 
1	только сказать: «Мой замок, твой  
1	свободы печати, но и как  открывающий двери для контроля деятельности
1	Дружба ―  который открывает детям любые двери
1	должны иметь по два комплекта  
1	кроме того, по два комплекта  должны иметь замки гидравлических машинок
1	от замка главной корабельной доски
1	укомплектованность главной корабельной доски (ящика)  второго комплекта, их соответствие замкам
1	подходят друг к другу, как  к замку), и болезнь не
1	неуверенно вставляя при тусклом свете  в дверной замок, Тамара вдруг
1	осторожно нашаривать торчащий в замке  
1	В замке диким селезнем крякнул   Гена и Митрофан соскочили с
1	Два вполне обыкновенных  от финских замков, и один
1	мол, у всех жильцов магнитные  и, когда дверь открывают таким
1	одной скобе, взяли у дворника  а он не пригодился. 
1	дверь, Мышкин вскочил и повернул  в замке. 
1	было у меня дома ни  ни замка для этого ключа
1	другой стороны: у меня был  у которого не было замка
1	не могу судить, предназначался этот  для навесного или для врезного
1	замке со крипом повернется ржавый  
1	что петли ее заржавели, а  едва поворачивался в замке. 
1	захлопнуть и запереть ее, а  щелкнет с обеих сторон, так
1	руки и не могут повернуть  в замке, и я жевала
1	на водительском месте, вознамерился сунуть  зажигания в щель замка. 
1	правой, обойдя Толика сзади, повернул  в замке стальных браслетов. 
1	несколько мгновений он уже открывал  входную дверь, сразу машинально распахнул
1	Потом щелкнула  в замке, машинально сунув его
1	холодным потом, он медленно засунул  под квадратную крышечку, закрывавшую замок
1	зафиксирован точной такой же, хозяйский,  
1	с ней ― и спокойно повернул  в замке… 
1	темноте трудно было сразу попасть  в замок. 
1	― Потом вспомнил: ― Да,  от замка дай мне, а
1	Вынув из кармана универсальный  карту, вставил в электронный замок
1	первом сетевом лове) и соль.   от замков хранились здесь же
1	рука уже готова была повернуть  в замке, но тут где-то
1	кнопку звонка, когда Бадаев повернул  в замке, открыл дверь и
1	достал из кармана ватника связку  и довольно быстро подобрал нужный
1	в замке стальными проволочками, подбирали  дергали решетку. 
1	бутылочку на среднюю полку, повернула  в замке. 
1	Водитель выбрался из машины, загремел  открывая большой замок. 
1	Один  представлял собой длинный штырь с
1	тут он вдруг вспомнил, что  остались в замке зажигания, и
1	достал из кармана большую связку  и стал подбирать их к
1	подошла к дверям склада, повернула  в замке. 
1	в замке третьей торчал длинный  
1	Черноволосый повернул длинный  в замке, вошел в свою
1	с забором «девятке», рванул дверцу.   зажигания был в замке.  Он
1	замков в избе не водилось
1	на засов с амбарным замком,  от которого уносил Бурмот; приставные
1	Я достала  и стала открывать дверь, но
1	Они услышали, как проворачивается  в замке двери. 
1	Пантеон, где обитает Бог, но  от него ― в руках Революции
1	Парень достал  щелкнул замком и распахнул перед
1	открыл дверь своей «БМВ», вставил  в замок зажигания. 
1	Косарь осторожно вставил  в дверной замок, стал тихо
1	к своей двери.   Виктор вставил  в замок.  Сделал он это
1	Резко повернул  два раза в замке: механизм
1	Виктор вынул  из замка, широко распахнул дверь
1	звук осторожно вставляемого в замок  
1	для каждой квартиры, и дублировался  на случай, если откажет замок
1	Уже поворачивался  во втором замке, когда Косарь
1	Сейчас узнаешь, ― улыбнулась спутница, открывая  дверь с табличкой «Администрация». 
1	Он вынул из замка зажигания    ― Все! 
1	замок, и в нем торчал  
1	помнила, как непослушными пальцами вставила  в замок. 
1	глядя протянул руку назад, нащупал  в замке, повернул. 
1	не фотокарточку, ― сказал Вадим, поворачивая  в замке зажигания. 
1	в комнату.  Скрежетнул в замке   Лидия подбежала к шкафу, рванула
1	Сидите в машине.  ― Она вытащила  из замка зажигания.   За перегородкой
1	не заскрипит ли в замке  неловко и неумело шарит рукой
1	рядом с дверью, потом скрежет  в замке. 
1	Что там происходит?!   ― Своим  открывайте!  ― кричит ей Дэн. 
1	Жигулей», сел за руль, обнаружив  в замке зажигания. 
1	сел в машину и, вставляя  в замок зажигания, заметил, как
1	пьяный, что не смог попасть  в замок. 
1	Коршунов закрыл глаза.  Щелкнул  в замке.   «Часа два у
1	к сейфу, открывает его своим  и начинает рыться в нем
1	за замком, к которому всякий  подходит! 
1	на замок, а также передавать  от этих помещений другим лицам
1	машинного помещения на замок и  оставить себе; 
1	автоматического замка двери шахты специальным  
1	― отпереть специальным  автоматический замок двери шахты, открыть
1	подложить надежные подкладки под колесо,  из замка зажигания убрать, а
1	замков, важно было не потерять  
1	Надя никак не могла попасть  в замок, в конце концов
1	эстонским и латвийским руководителям такие  которые открывали дорогу к подписанию
1	груди серым пуховым платком, погремела  отпирая висячий замок, и скрылась
1	в замке я поворачивал осторожно
1	спустился в подвал, открыл своим  дверь в бункер, включил приборы
1	на водительское место и вставляя  в замок. 
1	местами, Валюшок повернул в замке  
1	когда они вставят в скважину  и тогда закрою замок на
1	Ольгой одними губами, решаю погреметь  и закрыть дверь на оба
1	испытывает чувственное наслаждение (“Когда я  в замок влагаю, то же
1	Когда я  в замок влагаю, то же
1	Схватив  открыл все три замка, положил
1	бабушкины крики: она обнаружила, что  побывали в моих руках, что
1	желание.  (Лариса Игоревна открывала дверь   ) Прокашлявшись, Тартасов сказал, что он
1	сквозь сон послышалось, как будто  открывали дверь. 
1	нем, гася свет, запираясь на  и не открывая на стук
1	У вас  в замке, ― забубнила она после
1	Они стучали в дверь ―  торчал в английском замке, ― но
1	намучилась: они словно хватали вставленные  зубами, так что насилу удавалось
1	Часто, открывая дверь  она боялась столкнуться с настоящей
1	Всюду валялись  от потустороннего, сами совершенно конкретные
1	же отчетливо, как, например, поворот  в своем висячем мордастом замке
1	открытой независимо ни от каких  и замков, издала вопросительный скрип
1	постоял перед дверью, затем зазвенел  запер на замок. 
1	Услышав звук открываемой  входной двери, Алена спряталась за
1	ответила она и принялась крутить  в замке. 
1	сам уже крутит в замке  
1	от замка должны храниться у
1	от замков мать не доверяла
1	Надежды нет!   Звучат  замки, запоры.   Зовут… 
1	подходил один и тот же  столь же огромного размера. 
1	Или ― еду давать.   Офицер своим  разомкнул замок.  Ключ ― крепостной, в
1	безо всякой щели для этого  
1	Дверь оказалась запертой, а  в замке не было. 
1	Он повернул  в замке, и машина неохотно
1	и отправил его за пазуху.  ―  в замке, бак полный.  Двигай
1	и драпать.  Повернул в замке   Никакой реакции. 
1	вдох и повернул в замке  
1	Берет у меня  и преспокойно открывает дверь. 
1	повесили замок, а мне вручили  
1	Он знал, где лежит  и, когда нас не было
1	Наконец ей вручили старинный ржавый  и попросили отпереть замок. 
1	отпереть, а то открывается без  буквально ногтем». 
1	покупками Галочка легко открыла ее  и больше проблем с замком
1	в хозяйстве вещей, хранились и  ко всем мебельным замкам. 
1	комнаты свой замок, изготовили копии  и раздали каждому из так
1	Тихонько открываю входную дверь  бегу по коридору к нашей
1	молодой человек открывает дверь английским  
1	без звонка, открывает дверь своим  и вваливается в кабинет, благо
1	мало, чтобы я отдал тебе  от замка. 
1	После двух звонков последовало звяканье  в замке. 
1	смотрительница этого замка, я имею  от всех комнат!.. 
1	Он был замком,  от которого имелся лишь у
1	металлический, с кодовыми замками и  
1	замке зажигания простодушным деревенским обычаем  заводит машину, Змей и Писатель
1	Висячий замок, и  конечно, ни у кого нет
1	нет, ей обязательно надо своим  открывать. 
1	шла Маргарита Львовна, уже звенела  значит, туда, в ординаторскую. 
1	три, восемьдесят четыре, восемьдесят пять…  звенят… Восемьдесят шесть… Дверь открывается
1	― нашептал кто-то Маргарите.    с трудом повернулся в замке
1	себя Валентин, когда открывал своим  замок в спаленной квартире. 
1	Вздрогнул  в замке, как, согласно старояпонской
1	долго не слушался, но потом
1	с неприятным звуком вошел в
1	Неизвестные, подобрав  открыли замок и проникли на
1	Я вынимаю  из замка зажигания, опускаю их
1	На ночь гостиницу запирают на  а утром открывают снова. 
1	Деда Мороза, как будто поворачивающего  во времени) и открывающего Новый
1	Буквально: 19 декабря ― это день- который, повернувшись, открывает нам дверь
1	в самом деле представляет собой  к центру города, продвигаемый сквозь
1	мгновение перед его началом, когда  ворочается в «замке года». 
1	Звон колокольчика все длится (звенят  замки, запоры), одиночество и чувство
1	праздник являл собою своего рода  окрестные пространства открывающий. 
1	закром и замок.   И вот  для замка.  Образцом для него
1	слышится звук поворачиваемого в замке  
1	на обе ступни, и звенела  как колокольчиком, как корова: я
1	Но тут в замке заерзал  кто-то боролся с входной дверью
1	Конечно, профессионал подберет  к любому замку. 
1	стукнула дверцей сейфа и повернула  в дверном замке. 
1	показал Геннадию: открывай дверь своим  
1	на ноги сыну, как поворачивать  в замке… 
1	― Что ты?   ― Они прощаются,  в замке.   ― Как прощаются? 
1	пришли, как она тряслась, поворачивая  в замке, тряслась насчет матери
1	Прутик, возьми  и запри разбойников на замок
1	лифт на этаже, вот уже  в дверном замке ― приятель снова
1	гипотеза являлась новым приложением концепции « и замка», которая оказалась плодотворной
1	А когда открываешь  дверь и входишь в тихую
1	Фараон достал французский  отомкнул французский замок и вошел
1	он.   Лейтенант заскрежетал в замке    ― Вылезай. 
1	за спиной щелкнул громко, а  еще какое-то время позванивал брелоком
1	что оделся и уже вставлял  в замок, чтобы уходить, что
1	дырку, воспользоваться отмычкой, сделать дубликат  по замку. 
1	на все четыре замка, а  если они не хранятся у
1	Попробовала открыть ее  не получается: замок на предохранителе
1	железную дверь оружейки, потом потребовал  вставил его в замок бородкой
1	желая вооружить очередной наряд, вставил  в замок бородкой вниз, произвел
1	общаться с замком и вставил  четко следуя должностной инструкции, бородкой
1	На дачу я собрался, повернул  в замке зажигания, вдруг ― дым
1	один из собранных по подъезду  с замком подарочной двери не
1	гражданка Максимкина отдышалась и вставила  в замок своей квартиры, но
1	этом одного из бандитов, выхватил  из замка зажигания и бросился
1	преступники пытались завести машину без  
1	словечко, замолвленное за ровесницу, волшебным  открывало сердце конунга. 
1	На всякий замок находится  и если подменили завещание, то
1	та рука), прижал его к  камню ― и всей ладонью ощутил
1	Дядя Коля тут же загремел  в его обязанности входило закрывать
1	Он резко повернул  в замке и рванул дверь
1	имел номерной замок и хитрый  так что украсть из него
1	обратила внимания на то, что  в дверном замке провернулся не
1	того, что дверь открывали «неродным»  или отмычкой и повредили замок
1	и изображает привидение, открывая дверь  в тот момент, когда она
1	Он медленно поворачивал  в замке, злясь на свое
1	Звеня связкой  будто осеняя ею серый каменистый
1	стук в дверь и скрежет  точно отец не мог справиться
1	не защелкивался, его надлежало крутить  не только при входе, но
1	со звуком поворачивающегося в замке  
1	Когда он открывал  дверь, я впервые за двадцать
1	Аня никак не может попасть  в замок. 
1	порылся в карманах, вынул связку  долго выбирал один… 
1	Будто увидел ее впервые.   торчал в замке.  Никелированный старомодный
1	У Петьки были  и от швартового замка, и
1	всех сил напрягаясь, чтобы попасть  в замочную скважину, услышал шум
1	и Оборин услышал, как щелкнул  в замке. 
1	Когда в замке клацнул  она опрометью кинулась в прихожую
1	Там было только два  оба в виде ручек, которые
1	замков, поэтому достаточно всего двух  чтобы открывать все двери? 
1	Он повернул  в замке и уже собрался
1	услышал, как в замке повернулся  хлопнула дверь. 
1	Услышав звук вставляемого в замок  Платонов внезапно испугался. 
1	Потом он снял со стенки  и начал открывать сарай. 
1	визжал в замке, и высокая
1	[Пирогов, муж]   Вот!   (Достает из кармана  звенит ими.  ) [Юнона, жен]   От машины? 
1	Вставив  в замок, художник открыл дверцу
1	замок их двери уже вставляли  
1	дней спустя, вставляя по обыкновению  наш Алексей едва не угодил
1	полезет в карман за своим  не станет мелочью звенеть, ронять
1	все окна зарешечены, замок только  можно открыть хоть с той
1	требовал, чтобы я взяла вторые  для Люши или Фины), обучал
1	лязгом и грохотом, быстрыми поворотами  запер двери на все четыре
1	а потом кто-то снаружи вставил  повернул, замок щелкнул, и на
1	там научились?   ― Я запомнил ваш  ваш замок.  У меня хорошая
1	Я открыла своими  замок и вошла. 
1	качестве естественного украшения, лежал массивный  с тяжелой, художественной бородкой. 
1	уже поворачивался в замке, дверь
1	Слепцы торговали замками и  здесь обитали «певцы лазаря». 
1	Потом повернул  в замке основной двери. 
1	роста человек и, открывая своим  дверь зама, бросил через плечо
1	как назло заело, а когда
1	Скрипицын справился с замком своим  и вихрем пронесся по отделу
1	Паж извлек  и, к величайшему конфузу ведьмы
1	Уже существует «звуковой замок»: вместо  ключевое слово! 
1	начальник полета отпер замок своим  но разбухшие от сырости створки
1	шла в спальню, звенела там  от шкафа и через минуту
1	в сенках, отыскивал замок и  
1	Порывшись в кармане, сержант достал  на цепочке и долго им
1	Как же ты поедешь, когда  то от реки у меня
1	Уж очень ты любишь  терять.  От импортного замка ключ
1	дорвались до права запираться на  
1	Корабли должны были предусмотреть, что  к их замкам могут затеряться
1	узком лифте, открывает дверь своими  повесив сумку на предплечье. 
1	―  которые вставлялись в замок, вылетали
1	И далее:   «Устремление ―  к замку».   Желая передать неукротимую
1	Открывался такой замок металлическим  крючком: его просовывали в дырочку
1	В древнегреческом замке  толкал засов, а вот римляне
1	уже нельзя было открыть чужим  потому что прорези на бородке
1	дверях старинных замков тоже таким  отпирали? 
1	замков не под силу такому  
1	комплементарно, то есть по принципу « замок», связываться с «чужаком» и
1	Он вставляет в замок  и открывает дверь клетки. 
